store_code,store_name,city,state,region_name,open_date,close_date,square_feet
 S01116 ,store 1116,newark,NJ, Northeast Region ,20-Dec-2017,,
S01117,Store 1117,PHILADELPHIA,PA,Northeast,2020-03-06,,1200.0
STORE-01118,Store 1118,Durham,NC, South ,03/12/2023,,1200.0
STORE-01119,Store 1119,Seattle,wa, West Region ,2020-02-24,,6000.0
S-1120,STORE 1120, Houston , TX ,South,02/23/2016,,1200.0
STORE-01121,store 1121,dallas, TX ,South,20-Nov-2022,,1800.0
 S-1122 ,Store 1122,Green Bay,wi,Midwest,2024-02-20,,6000.0
 S-1123 ,store 1123, Las Vegas ,nv,West,01/31/2020,08/24/2023,1200.0
01124,STORE 1124, Green Bay ,WI,Midwest,2020/01/08,,1200.0
s01125,store 1125,Augusta,GA,SOUTH,07/11/2019,,1200.0
S-1126,store 1126, Detroit , MI ,MIDWEST,2022-10-28,,6000.0
STORE-01127,STORE 1127,Savannah, GA ,south,2017-06-24,,1800.0
 S01128 ,STORE 1128,Charlotte,NC,South,19-Dec-2023,,1800.0
STORE-01129,Store 1129,TACOMA, WA ,West,10/29/2017,,2200.0
 STORE-01130 , Store 1130 ,Chicago,IL,Midwest,2020-09-15,,4500.0
S01131,Store 1131,HARTFORD,ct, Northeast ,2021/03/14,,3000.0
S-1132,Store 1132, Columbus ,oh,Midwest,2016-05-14,,4500.0
s-1133,Store 1133,ATLANTA,GA,South,2023/03/30,,1200.0
S-1134,STORE 1134,stamford,CT,Northeast,2021-10-09,,1200.0
STORE-01135,Store 1135,Tacoma,WA,West,01/20/2018,,1800.0
s-1136,Store 1136,WORCESTER,MA,NORTHEAST,02/13/2022,,1800.0
01137,STORE 1137, Green Bay ,WI,Midwest,05-May-2019,,4500.0
01138, Store 1138 , Pittsburgh ,PA,NORTHEAST,2017-10-15,,6000.0
S01139,store 1139,hartford,CT,Northeast,08/14/2018,,2200.0
01140,store 1140,Phoenix,AZ,West,2023/09/13,,1200.0
STORE-01141,Store 1141,ROCHESTER,NY,Northeast Region,2017-07-07,,1200.0
store-01142,Store 1142,ANN ARBOR,mi,Midwest Region,2023-09-12,,6000.0
STORE-01143,Store 1143,GREEN BAY, WI ,Midwest,2022-03-05,,3000.0
 S01144 ,STORE 1144,Ann Arbor,MI,midwest,2016/02/19,,4500.0
01145,STORE 1145,Paterson,NJ,Northeast,10/11/2019,,3000.0
S01146,STORE 1146,worcester,MA, Northeast ,21-May-2022,,3000.0
01147,Store 1147,Green Bay,WI,Midwest,2018/12/29,,
S01148,Store 1148,Tucson, AZ ,WEST,2017/10/05,,3000.0
S01149,Store 1149,Springfield,MA,NORTHEAST,2018/11/09,,
S-1150, Store 1150 ,HARTFORD,CT,Northeast,19-Mar-2023,,
01151, Store 1151 ,Buffalo,NY,Northeast,2020/05/27,,4500.0
S-1152,STORE 1152,EUGENE,OR,West,02/01/2018,,6000.0
S-1153,Store 1153,Augusta, GA , South ,2018/02/03,,1800.0
 01154 ,Store 1154,Newark, NJ ,Northeast,2020-11-02,,3000.0
s01155,STORE 1155,NASHVILLE,TN,South,2020/11/11,,3000.0
S01156,Store 1156,Tacoma,WA,West,09/30/2023,,3000.0
STORE-01157,Store 1157,Rochester,MN, Midwest ,18-May-2021,,1200.0
 01158 ,Store 1158, St. Paul , MN ,Midwest,01/07/2022,,6000.0
01159,Store 1159,Buffalo,NY,Northeast,2020-01-14,,6000.0
STORE-01160, Store 1160 ,Columbus,OH, Midwest ,01/15/2024,,3000.0
S01161,Store 1161,WORCESTER,MA,NORTHEAST,2020-06-09,,1800.0
s01162,Store 1162,Rochester,NY,NORTHEAST,2017-10-25,,1800.0
 STORE-01163 ,STORE 1163, Chicago ,IL,MIDWEST,2018-12-15,,1200.0
S-1164,Store 1164,durham,NC,SOUTH,18-Feb-2020,,1200.0
STORE-01165,Store 1165,SALEM, OR ,WEST,09/04/2016,,4500.0
 S-1166 , Store 1166 ,St. Paul,MN,Midwest,2019-11-09,2023/09/24,1800.0
STORE-01167, Store 1167 ,Tacoma,WA,West,08-Nov-2019,,4500.0
STORE-01168,Store 1168,New Haven,CT,NORTHEAST,2017/08/27,,1800.0
store-01169,STORE 1169,CHARLOTTE,NC,South,02/06/2020,,6000.0
STORE-01170,store 1170,Phoenix,AZ,WEST,2020/03/11,,3000.0
S-1171,store 1171,Atlanta,GA,South,16-Jan-2020,,1200.0
 STORE-01172 ,Store 1172, Miami ,FL,South,2017/12/26,,2200.0
STORE-01173,STORE 1173,Las Vegas, NV ,WEST,16-Aug-2019,,2200.0
S01174,STORE 1174,Nashville,TN,South,12/24/2018,,1800.0
s01175,store 1175,Pittsburgh,pa,Northeast,2019-06-19,,6000.0
01176, Store 1176 ,Springfield,ma,Northeast,2019/12/30,,2200.0
STORE-01177,Store 1177,Orlando,fl, South ,09/01/2021,,6000.0
s-1178, Store 1178 ,eugene,OR, West ,2017-08-27,,1200.0
 S01179 ,Store 1179,PHILADELPHIA,pa, Northeast ,12/04/2020,,6000.0
 01180 , Store 1180 ,NAPERVILLE,IL, Midwest ,02/02/2018,,4500.0
01181,STORE 1181,Boston,ma,Northeast,2016-05-23,,1800.0
STORE-01182,Store 1182,Spokane,WA, West ,07-Jun-2017,,4500.0
01183,STORE 1183,NAPERVILLE,il,Midwest,29-Jan-2020,,1200.0
S-1184, Store 1184 ,san jose, CA ,WEST,2018-02-06,,1200.0
01185,Store 1185,allentown,PA,Northeast,2022/03/17,,2200.0
 01186 ,Store 1186,Spokane,WA, West ,12/17/2020,,
STORE-01187,Store 1187,New Haven, CT ,Northeast,11/05/2018,,2200.0
S01188,STORE 1188,Tacoma,WA,West,2019-10-14,,1200.0
 01189 ,Store 1189,DURHAM,NC, South ,2021/07/07,,6000.0
STORE-01190,STORE 1190,Spokane,wa, West ,2023/05/31,,1200.0
S01191,store 1191,Nashville, TN ,South,2017/12/14,,
01192,store 1192,stamford,CT,Northeast Region,03/19/2020,,1800.0
 S-1193 ,Store 1193, Chicago ,IL,Midwest,25-Dec-2022,,4500.0
S-1194, Store 1194 ,phoenix,az,West Region,05/08/2022,,6000.0
S-1195,store 1195,WORCESTER,MA,Northeast,2023/10/19,,4500.0
 STORE-01196 , Store 1196 , Salem , OR ,West Region,2018/02/10,25-Mar-2021,3000.0
store-01197,Store 1197, Knoxville ,tn,SOUTH,2021/02/11,,3000.0
STORE-01198, Store 1198 ,Memphis,TN,South,2022-08-26,,2200.0
 S-1199 ,Store 1199,SPOKANE,WA, West ,13-Jul-2019,,1200.0
STORE-01200,Store 1200,Tampa,FL,SOUTH,10/21/2023,,3000.0
STORE-01201,Store 1201,Madison,WI,MIDWEST,19-Aug-2018,,2200.0
STORE-01202,STORE 1202,SPOKANE, WA ,West,15-Sep-2019,,4500.0
01203,STORE 1203,grand rapids, MI ,Midwest,06/26/2022,,1200.0
01204,Store 1204,tacoma,WA,West,2024/02/09,,1800.0
 01205 ,store 1205, New Haven ,CT,northeast,06/12/2017,,6000.0
 01206 , Store 1206 ,SAVANNAH,GA,SOUTH,2022-07-26,,4500.0
S01207,Store 1207,NEW YORK,NY,Northeast,28-Dec-2019,,4500.0
S01208,Store 1208,San Jose,CA,WEST,2020/10/28,,3000.0
S01209,STORE 1209, New York ,NY,Northeast,01/29/2022,,1800.0
 S01210 ,STORE 1210,portland,OR,West,21-Dec-2018,,4500.0
01211,STORE 1211,Stamford,CT,Northeast,2019-07-09,,3000.0
S01212,Store 1212, Dallas ,TX,South,2018-12-15,,4500.0
STORE-01213,Store 1213,Raleigh, NC ,South,10/17/2019,,1200.0
S01214,STORE 1214,LAS VEGAS,nv,West Region,01-Jun-2018,,2200.0
STORE-01215,STORE 1215,Worcester, MA ,NORTHEAST,2017-08-04,,1800.0
 01216 ,store 1216,charlotte,NC,South,2018-08-20,2020-05-25,3000.0
s01217,Store 1217,cleveland,OH,midwest,2016-08-01,,3000.0
01218, Store 1218 ,SALEM,or,West,08/22/2020,,3000.0
S01219,Store 1219,Nashville,TN,SOUTH,2018/01/06,,6000.0
S01220, Store 1220 , Milwaukee ,WI,midwest,2023-01-13,,2200.0
s01221, Store 1221 ,Las Vegas,NV,West Region,07/05/2023,,2200.0
s01222, Store 1222 , Atlanta ,ga,SOUTH,09/16/2022,,1800.0
01223,STORE 1223,Atlanta,GA,South,08/14/2017,,6000.0
S01224,Store 1224,cleveland,OH, Midwest ,20-Apr-2019,,
 STORE-01225 ,Store 1225,KNOXVILLE,TN,SOUTH,03/26/2020,,6000.0
 STORE-01226 ,Store 1226,rochester,MN,MIDWEST,07/20/2019,,1200.0
 01227 ,STORE 1227,Nashville, TN , South ,2017/08/03,,3000.0
S-1228,STORE 1228,St. Paul,MN, Midwest ,2019/07/17,,1800.0
S01229,Store 1229, San Diego ,CA,West,2023-06-09,,4500.0
 01230 ,Store 1230,Columbus,OH,Midwest,2023-03-16,,4500.0
S-1231, Store 1231 ,Reno, NV ,West,2022-01-03,,2200.0
s-1232,store 1232,BUFFALO,NY,Northeast,28-Dec-2017,,2200.0
01233,Store 1233, Eugene , OR ,West,05/01/2017,,
01234, Store 1234 ,Buffalo,NY,Northeast,2017-10-30,,4500.0
STORE-01235,store 1235,Henderson,nv,West,2022-08-30,,3000.0
STORE-01236,Store 1236,paterson, NJ ,Northeast,2016-01-09,,1200.0
S01237,Store 1237, Detroit ,mi, Midwest ,2021-12-08,,3000.0
 01238 ,Store 1238,Spokane,WA,West,11/21/2020,,3000.0
 S-1239 ,store 1239,NEW HAVEN,CT, Northeast ,2023-02-13,,6000.0
S01240,Store 1240,Columbus,OH,midwest,2024-01-15,,2200.0
s01241,Store 1241,WORCESTER,MA,Northeast Region,2021-07-12,,2200.0
 S-1242 ,Store 1242,Hartford,CT,Northeast,03/28/2021,,2200.0
S-1243,Store 1243,Tacoma,wa,West,2023/07/30,2024-08-31,1800.0
01244,STORE 1244,ANN ARBOR,mi,Midwest,2021/09/08,,4500.0
s-1245,Store 1245,WORCESTER,MA,NORTHEAST,2023-01-13,,4500.0
STORE-01246,Store 1246,EUGENE,OR, West ,2023/08/16,,3000.0
S01247,STORE 1247,Henderson, NV , West ,11/07/2019,,4500.0
 S01248 , Store 1248 ,philadelphia,PA,Northeast,2017-04-29,,4500.0
S01249,store 1249,Augusta,GA,SOUTH,2017/03/03,,4500.0
S-1250,STORE 1250, Eugene ,OR,West,2017-03-10,,1200.0
STORE-01251, Store 1251 ,Phoenix,AZ,West,08/22/2022,,4500.0
S-1252,Store 1252,Raleigh,nc,South,2022-05-21,,6000.0
STORE-01253,STORE 1253,Eugene, OR , West ,18-May-2017,,2200.0
 S-1254 ,Store 1254, Portland ,OR,west,17-May-2019,,3000.0
01255,Store 1255,COLUMBUS,OH,MIDWEST,30-Oct-2022,2024/05/25,4500.0
 STORE-01256 ,Store 1256,Augusta,ga,south,2018-07-01,,2200.0
 S01257 ,STORE 1257, Miami , FL ,South,11-Nov-2017,,6000.0
01258,Store 1258,Phoenix,AZ, West ,2020/10/09,,2200.0
store-01259,Store 1259,dallas, TX ,south,2017-04-18,,4500.0
STORE-01260,STORE 1260, Tucson ,az,West,2019/01/07,,3000.0
 01261 ,STORE 1261,memphis, TN ,south,27-Mar-2018,,1200.0
s01262,store 1262,Rochester,MN,MIDWEST,01/16/2018,,3000.0
S01263, Store 1263 ,Memphis,tn,SOUTH,2018/01/23,,3000.0
store-01264,store 1264,ROCHESTER,NY,Northeast,01-May-2022,,1800.0
 S-1265 ,Store 1265,LAS VEGAS,NV,WEST,2019/06/25,,4500.0
store-01266,Store 1266,new york,NY,Northeast,07/16/2016,,1200.0
STORE-01267,Store 1267,reno,nv,West,23-Mar-2019,,3000.0
STORE-01268, Store 1268 ,raleigh, NC , South ,2023-02-14,,4500.0
S-1269,store 1269,Jersey City,NJ,Northeast,2021/12/06,,1200.0
S-1270, Store 1270 , Madison ,WI,midwest region,2017/10/16,,4500.0
S-1271, Store 1271 ,Hartford,CT,Northeast Region,11/02/2022,,3000.0
S-1272,Store 1272,PITTSBURGH,PA,Northeast,2017/08/28,,4500.0
 S-1273 ,Store 1273, San Jose ,CA, West ,07/28/2019,,3000.0
S01274,Store 1274,ATLANTA,ga,south,2018-09-23,,2200.0
 S-1275 ,STORE 1275,Detroit,MI,MIDWEST,06-Jan-2024,,3000.0
01276,STORE 1276,Knoxville,TN,south,21-Sep-2022,,6000.0
S-1277,STORE 1277,seattle, WA ,West,2023-04-19,,1800.0
01278,Store 1278,paterson,nj,NORTHEAST,2018-09-09,,1800.0
 S-1279 ,Store 1279,Worcester,MA,NORTHEAST,11/16/2018,,6000.0
 S01280 ,Store 1280, Portland ,or,WEST,09-Mar-2020,,3000.0
 S-1281 ,Store 1281,ALLENTOWN,PA, Northeast ,27-Nov-2018,,1200.0
S01282, Store 1282 ,eugene,OR,west,2023/05/24,,2200.0
 S-1283 ,STORE 1283, Ann Arbor ,MI,Midwest,2021-02-01,,3000.0
s01284,STORE 1284,houston,TX,south,06/03/2019,,2200.0
S01285,Store 1285, San Diego ,CA,West,21-Jan-2017,,1800.0
S01286, Store 1286 ,Spokane,WA, West ,2018-12-19,,2200.0
S01287,store 1287,Naperville,IL,MIDWEST,2019/02/18,,1800.0
 STORE-01288 ,Store 1288, Rochester ,NY,northeast,31-May-2021,,3000.0
S-1289,Store 1289, Seattle , WA ,West,12/27/2017,,1200.0
 S-1290 ,STORE 1290, New York , NY ,northeast,06/05/2019,,1800.0
S-1291, Store 1291 ,NEW HAVEN,ct, Northeast ,2018/08/26,,4500.0
 S01292 ,store 1292,Buffalo, NY , Northeast ,23-Sep-2018,,1200.0
S01293,store 1293, Las Vegas , NV ,WEST,2021/09/17,,1200.0
s01294, Store 1294 ,HARTFORD,CT,Northeast Region,02/19/2022,,2200.0
 S-1295 ,STORE 1295,CLEVELAND,OH, Midwest ,2017-08-13,,2200.0
01296,store 1296,Phoenix,AZ, West ,19-Mar-2020,,3000.0
STORE-01297,STORE 1297,nashville, TN , South Region ,2023-08-05,,4500.0
STORE-01298,Store 1298,Jersey City,NJ,Northeast,22-Jan-2022,,3000.0
S-1299,store 1299,ROCHESTER,NY, Northeast ,2021-11-22,,3000.0
S-1300,Store 1300,naperville,IL,Midwest,16-May-2019,,6000.0
S-1301,Store 1301, Detroit , MI ,Midwest,15-Feb-2019,,3000.0
S-1302,Store 1302,Newark,NJ,Northeast,11/12/2017,,
S-1303, Store 1303 , Spokane ,wa,West,2024-01-04,,1200.0
01304, Store 1304 ,rochester,NY,Northeast,13-Jan-2017,,4500.0
S01305,Store 1305,stamford,ct,NORTHEAST,2019-10-11,,4500.0
S01306,STORE 1306,miami,FL, South ,2020-11-14,,4500.0
 STORE-01307 , Store 1307 ,Augusta,GA, South ,08/02/2017,,1800.0
STORE-01308,Store 1308,SAN DIEGO,ca,West,2019-08-10,,1800.0
01309,Store 1309,paterson,NJ,Northeast,01/17/2022,,3000.0
STORE-01310,store 1310,Nashville,TN,south,07/28/2021,,1800.0
S01311,Store 1311, Los Angeles ,CA, West ,21-Apr-2019,,6000.0
 S-1312 , Store 1312 ,augusta, GA ,south region,2016-03-14,,1800.0
01313,Store 1313,Milwaukee,WI, Midwest ,2016-05-01,,6000.0
STORE-01314,Store 1314,Dallas,TX,SOUTH,2020-10-24,,2200.0
STORE-01315,Store 1315, Madison , WI ,MIDWEST,06/15/2018,,2200.0
 S-1316 ,Store 1316,detroit, MI , Midwest ,12/03/2019,,6000.0
S-1317,STORE 1317,PHOENIX,AZ, West ,09/17/2021,,1200.0
STORE-01318,STORE 1318,mesa, AZ , West ,12/15/2020,,1200.0
STORE-01319, Store 1319 ,NEW HAVEN,CT, Northeast ,12-Aug-2021,,3000.0
S-1320,Store 1320,Newark, NJ ,Northeast,2019-10-09,,6000.0
S-1321,store 1321, Houston , TX ,South,18-Feb-2017,,1800.0
STORE-01322,store 1322, Knoxville ,tn,South,2018/01/02,,1200.0
 STORE-01323 ,Store 1323,CHICAGO, IL , Midwest ,28-Feb-2020,,1800.0
 01324 ,Store 1324,NEW HAVEN,CT,Northeast,2016-08-04,,2200.0
 01325 ,Store 1325,Jersey City,NJ,Northeast,28-Apr-2021,,6000.0
S01326,STORE 1326,Spokane,WA,west,2023/09/01,,1200.0
01327, Store 1327 ,Jersey City,NJ,Northeast,2019-10-27,,3000.0
s01328,Store 1328,jersey city,NJ,Northeast,04/03/2017,,6000.0
01329,Store 1329, Salem ,OR, West ,2021-07-01,,2200.0
STORE-01330,STORE 1330,Savannah, GA ,South,08/12/2021,2022-10-23,3000.0
S-1331,Store 1331, Henderson ,NV,WEST,15-Apr-2020,,1200.0
S01332,Store 1332,Miami,FL,South Region,08/11/2019,,1200.0
S01333,Store 1333,Orlando,FL,south,05/17/2018,,2200.0
 01334 , Store 1334 ,Las Vegas,NV,West,04-Mar-2016,,3000.0
01335, Store 1335 , Cincinnati , OH ,Midwest,21-Nov-2022,,1800.0
STORE-01336,Store 1336,San Diego, CA ,West,19-Apr-2021,,1200.0
STORE-01337,STORE 1337,Memphis, TN ,South,09/06/2021,,
S-1338,store 1338, Savannah , GA ,south,2020-02-23,,3000.0
01339,Store 1339,EUGENE,or,WEST,2021-05-22,,3000.0
01340, Store 1340 , Allentown ,PA,Northeast,21-Aug-2019,,3000.0
 01341 ,Store 1341,DALLAS,TX, South ,09/02/2020,,1800.0
01342,store 1342,Tucson,AZ,west,2023-10-03,,4500.0
STORE-01343,Store 1343,HENDERSON,NV,west region,08/15/2018,,4500.0
STORE-01344,STORE 1344,Allentown,PA, Northeast ,14-Jan-2021,,3000.0
S01345,Store 1345,SAVANNAH,GA,South,12-Oct-2017,,3000.0
 01346 ,Store 1346,green bay, WI ,midwest region,2018/04/24,,3000.0
 STORE-01347 ,Store 1347,BOSTON,MA,northeast,09/28/2020,,1800.0
 01348 ,Store 1348,Las Vegas,NV,West,2018-04-29,,2200.0
S01349,store 1349,Salem,OR,West,2016-11-13,,1800.0
STORE-01350,STORE 1350,allentown,pa,NORTHEAST,02/14/2016,,3000.0
s01351,Store 1351, Raleigh ,NC,SOUTH,09/16/2018,,4500.0
 01352 ,Store 1352,Austin,tx, South ,2022-10-08,,1800.0
S-1353,store 1353,Allentown,PA, Northeast ,2020/10/24,,1800.0
s01354, Store 1354 ,Knoxville,tn,south,10-Jan-2023,,3000.0
01355, Store 1355 ,Newark,NJ,Northeast,02/12/2022,2022-12-10,2200.0
STORE-01356,STORE 1356, Hartford ,CT, Northeast ,12/11/2017,,6000.0
01357,STORE 1357,Houston,TX,South Region,2022/12/07,,1800.0
S-1358,Store 1358, Columbus ,OH,Midwest Region,04/21/2019,,2200.0
STORE-01359,STORE 1359,Paterson,NJ,Northeast,2016-08-23,,3000.0
 STORE-01360 ,Store 1360,WORCESTER,MA,Northeast,06/19/2019,,2200.0
S01361, Store 1361 ,HARTFORD,CT,northeast,2018/01/10,,1800.0
01362,Store 1362,salem,or, West ,02/25/2017,,4500.0
 S01363 ,Store 1363,Orlando,FL,SOUTH,09/07/2016,,6000.0
S-1364,STORE 1364,Bolingbrook, IL ,MIDWEST,12/13/2020,,1200.0
S01365,Store 1365,Ann Arbor,MI,midwest,29-Jul-2023,,3000.0
S-1366,STORE 1366,Columbus, OH ,Midwest,2017/11/27,,2200.0
01367,STORE 1367,memphis,TN,South,2021-11-29,,2200.0
01368,Store 1368,MINNEAPOLIS,MN,MIDWEST,01/24/2020,,
 S-1369 ,Store 1369,HARTFORD, CT ,Northeast,2019/12/15,,
01370,Store 1370,Columbus,OH,Midwest,25-Jan-2019,,3000.0
 01371 ,store 1371,ATLANTA, GA ,South,2022-07-06,,1200.0
 01372 ,Store 1372, Detroit ,MI,Midwest,2022-01-15,,1200.0
store-01373,Store 1373,Madison,WI,Midwest Region,05/23/2023,17-Nov-2025,2200.0
 S-1374 ,STORE 1374, Houston ,TX,South,2022-06-02,,1800.0
S01375,STORE 1375,Rochester,NY,NORTHEAST,2022/12/03,,6000.0
store-01376,store 1376,Madison, WI ,MIDWEST,2023/05/21,,1800.0
 STORE-01377 ,Store 1377, Pittsburgh , PA ,Northeast,10/11/2016,,6000.0
STORE-01378, Store 1378 ,ann arbor,MI,Midwest,06/16/2018,,3000.0
STORE-01379,STORE 1379,LAS VEGAS,NV,West,2017-11-08,,3000.0
STORE-01380,Store 1380,Portland,OR,WEST,2023-04-28,02-Aug-2023,6000.0
S01381,STORE 1381,knoxville,TN,SOUTH,06-Mar-2016,,2200.0
 S-1382 ,Store 1382,Atlanta,GA,south,15-Feb-2021,,1800.0
S01383,STORE 1383,Spokane,wa,West,2022-03-16,,1800.0
STORE-01384,Store 1384,Minneapolis,MN,MIDWEST,02/15/2016,,3000.0
S-1385,STORE 1385, Paterson ,nj,NORTHEAST,12-Oct-2018,,1200.0
S-1386,Store 1386,Cincinnati,OH,midwest,21-Jan-2018,,4500.0
01387,Store 1387,Worcester,MA,northeast,20-Apr-2018,,1200.0
 01388 , Store 1388 ,atlanta,GA,south,2023-07-10,,3000.0
S01389,store 1389, San Diego ,CA,West,19-May-2020,,4500.0
01390,STORE 1390,Stamford,CT,northeast,16-Oct-2017,,1200.0
 STORE-01391 ,STORE 1391,Memphis,tn,SOUTH,2017-12-03,,1800.0
STORE-01392,Store 1392,knoxville, TN , South ,2016/03/19,,3000.0
STORE-01393,Store 1393,Augusta,GA,South,12/12/2021,,6000.0
s-1394,Store 1394,SPRINGFIELD,MA,Northeast,2022-01-15,,6000.0
01395,Store 1395, Buffalo , NY ,Northeast,2023-04-18,,4500.0
 01396 ,Store 1396, Portland ,OR,West,01-Jan-2021,,1800.0
STORE-01397,Store 1397,LAS VEGAS,NV, West ,04/21/2023,,6000.0
 STORE-01398 ,store 1398, Nashville ,TN,South,12-Mar-2023,,1800.0
01399,STORE 1399, Phoenix , AZ , West ,04-Mar-2016,,2200.0
01400,STORE 1400,ann arbor,MI, Midwest ,04/11/2020,,6000.0
01401, Store 1401 , Detroit ,MI,midwest,05/17/2023,,4500.0
S-1402,store 1402, Mesa ,AZ,WEST,2016/08/28,,2200.0
S-1403,Store 1403,EUGENE, OR ,west,2016/11/20,,4500.0
S-1404,STORE 1404,Allentown,pa, Northeast ,05/23/2022,,1200.0
 S01405 ,Store 1405,Henderson,nv,West,12/06/2021,,1200.0
S-1406, Store 1406 ,ROCHESTER,MN,Midwest,03-May-2020,,2200.0
01407,Store 1407,Rochester,MN,midwest,06-Oct-2022,,1800.0
 01408 ,Store 1408,San Diego,CA, West ,05/12/2017,,6000.0
S01409, Store 1409 ,Newark,NJ, Northeast ,2020-07-06,2020/10/13,6000.0
S01410, Store 1410 ,NAPERVILLE,IL, Midwest ,13-Mar-2024,,4500.0
01411, Store 1411 ,Eugene,OR,west,04/20/2020,,1800.0
S01412,STORE 1412,Tucson,az,West,2022-10-28,,2200.0
01413, Store 1413 ,Chicago,il,midwest,2021/04/24,,1800.0
store-01414, Store 1414 , Dallas ,TX, South Region ,2018/10/12,,
s01415,Store 1415, Tucson ,az,West,03/15/2018,,1800.0
01416, Store 1416 ,Hartford,CT,NORTHEAST,13-Oct-2021,,
S-1417,Store 1417,RALEIGH, NC , South ,15-Apr-2016,,1200.0
 STORE-01418 ,Store 1418,Springfield, MA ,NORTHEAST,2016/05/19,,1800.0
S01419,store 1419, Hartford ,CT,Northeast,05-Apr-2022,,6000.0
 S-1420 ,store 1420,portland, OR ,WEST REGION,2022-10-02,,2200.0
01421,Store 1421,new haven, CT , Northeast ,03/16/2016,,3000.0
S-1422,STORE 1422,Paterson,NJ,northeast,2020-03-02,,2200.0
01423,Store 1423,DALLAS,tx,South,03-Mar-2019,,1200.0
S-1424, Store 1424 , Worcester ,MA,Northeast,2016-06-23,,6000.0
01425,STORE 1425, Miami ,fl,South,2017/01/11,,3000.0
STORE-01426,Store 1426,Rochester, NY ,NORTHEAST REGION,11-May-2023,,3000.0
S01427,Store 1427,Augusta, GA , South ,14-Feb-2019,,2200.0
store-01428,Store 1428,Stamford,CT,northeast,10/20/2019,,4500.0
 S-1429 ,store 1429, Philadelphia ,PA,Northeast,2016-02-25,,3000.0
S-1430,store 1430, Philadelphia , PA ,Northeast,2020-05-30,,3000.0
01431,Store 1431,Stamford, CT ,Northeast,08/04/2022,,1200.0
S-1432,Store 1432,Tampa,FL,South,03/30/2018,,1200.0
S-1433,Store 1433,LOS ANGELES,CA,West,2021-03-13,,6000.0
S01434,Store 1434, Savannah ,ga,South,07/11/2018,,2200.0
 STORE-01435 ,store 1435,phoenix,AZ, West ,18-Nov-2017,,3000.0
store-01436,Store 1436,Memphis,TN, South ,2016/05/04,,1200.0
 S01437 ,STORE 1437,Houston,TX,South,2020/03/13,,2200.0
S01438,Store 1438,PHILADELPHIA,PA,NORTHEAST REGION,2018/01/04,,2200.0
 S-1439 ,Store 1439, Durham ,NC,South,10-Aug-2016,,6000.0
S01440, Store 1440 ,LAS VEGAS,NV,West,25-Oct-2020,,1200.0
S-1441,Store 1441, Los Angeles ,CA,West,2018-09-21,,1800.0
01442,Store 1442,raleigh,NC,South,17-Sep-2018,,1200.0
S-1443,Store 1443,Detroit,MI,Midwest,11/02/2017,,4500.0
S01444,STORE 1444,Chicago, IL ,MIDWEST,09/03/2018,,2200.0
01445, Store 1445 ,Durham,NC, South ,2016/10/16,,1800.0
S01446,Store 1446, Worcester , MA ,Northeast,11/22/2020,,1800.0
S-1447,Store 1447,seattle,WA, West ,11-Jul-2021,,2200.0
S01448,Store 1448,BOSTON,MA,Northeast,04/29/2018,,1200.0
01449,STORE 1449,Springfield,MA,Northeast,05/03/2019,,3000.0
01450, Store 1450 ,boston,MA,Northeast,26-Feb-2016,,2200.0
S-1451,STORE 1451,allentown,PA,Northeast,08-Jan-2021,,4500.0
S01452,Store 1452,ALLENTOWN,PA,Northeast,12/02/2023,,3000.0
01453,STORE 1453,PORTLAND, OR ,west,2017-06-06,,1200.0
S01454, Store 1454 ,memphis,TN,South,07/22/2018,,4500.0
01455,Store 1455,Raleigh,NC,south region,12/08/2017,,1800.0
 STORE-01456 ,store 1456,SAN DIEGO, CA ,West,2023/05/16,,2200.0
STORE-01457,Store 1457,HENDERSON,nv,WEST,06-Jan-2022,,6000.0
 S01458 ,store 1458,New Haven, CT ,northeast,2017-09-23,,2200.0
STORE-01459,Store 1459,durham,NC,South,05-Sep-2021,,1800.0
S-1460,Store 1460,portland,or,West,2016/01/29,,3000.0
STORE-01461,Store 1461,Houston,tx, South ,12/18/2017,,3000.0
S-1462,Store 1462,san jose,CA, West ,2018/08/13,,2200.0
S01463,STORE 1463, Rochester ,MN, Midwest ,2020/08/11,,1800.0
S-1464,Store 1464,New Haven,CT, Northeast ,2023/02/26,,1800.0
S01465,Store 1465,jersey city,NJ,Northeast,13-May-2020,,4500.0
01466,Store 1466,New Haven,CT,northeast,08/02/2021,,
S01467,Store 1467,ATLANTA,ga, South ,2023/04/19,,1200.0
S-1468,store 1468,miami,fl,South,2018-07-20,,1200.0
 01469 ,store 1469,Eugene,OR,West,10-Nov-2021,,2200.0
01470,store 1470,Seattle,WA,West,2023/04/02,,3000.0
 S-1471 , Store 1471 ,nashville,TN,South,2017-02-08,,4500.0
01472,Store 1472,Springfield,MA,northeast,2021-08-12,,1800.0
S-1473,Store 1473, Seattle , WA ,west,2023-05-01,,3000.0
STORE-01474,Store 1474,Knoxville,TN,South Region,25-Feb-2023,,2200.0
S-1475,store 1475, Stamford ,CT,Northeast,2023/01/01,,4500.0
STORE-01476,store 1476,SPOKANE, WA , West ,02-Mar-2022,,1800.0
S01477,STORE 1477, Los Angeles ,CA, West ,14-Apr-2017,,1200.0
S-1478,Store 1478,Bolingbrook,IL,Midwest Region,06/23/2021,22-Dec-2023,1800.0
01479,Store 1479,Green Bay,WI,Midwest,21-Oct-2022,,1800.0
